area_type,availability,location,society,total_sqft,bath,balcony,price,bhk,price_per_sqft
Super built-up  Area,Ready To Move,Yelahanka,PuziaVe,1614.0,3.0,2.0,95.0,3.0,5885.9975216852545
Super built-up  Area,Ready To Move,Neeladri Nagar,GeereEc,1363.0,2.0,2.0,68.0,2.0,4988.994864269993
Super built-up  Area,Ready To Move,other,Ravashw,930.0,2.0,1.0,45.0,2.0,4838.709677419355
Super built-up  Area,18-Mar,Kadugodi,Alestrb,1890.0,4.0,3.0,127.0,3.0,6719.576719576719
Super built-up  Area,Ready To Move,other,Vaour S,2197.0,4.0,3.0,280.0,3.0,12744.651797906236
Super built-up  Area,Ready To Move,Hebbal Kempapura,GonumPl,3522.0,3.0,2.0,380.0,3.0,10789.324247586599
Built-up  Area,Ready To Move,other,Vaaveeh,1440.0,2.0,2.0,98.0,2.0,6805.555555555556
Super built-up  Area,19-Jun,Budigere,Brstaue,764.0,1.0,1.0,32.0,1.0,4188.48167539267
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1693.0,3.0,3.0,57.39,3.0,3389.84051978736
Built-up  Area,Ready To Move,Hoodi,Macanr ,1445.0,3.0,2.0,65.0,3.0,4498.269896193771
Super built-up  Area,21-Oct,Kanakpura Road,PrarePa,900.0,1.0,0.0,45.0,2.0,5000.0
Super built-up  Area,Ready To Move,Yelahanka,Pyikad ,1381.0,2.0,2.0,52.48,3.0,3800.1448225923245
Built-up  Area,Ready To Move,other,Krtiqa ,1100.0,2.0,1.0,60.0,2.0,5454.545454545455
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1200.0,2.0,2.0,43.2,2.0,3600.0
Super built-up  Area,Ready To Move,other,GradeMR,1080.0,2.0,2.0,80.0,2.0,7407.407407407408
Super built-up  Area,19-Dec,Jakkur,Ceezey ,1865.0,3.0,1.0,124.0,3.0,6648.793565683646
Super built-up  Area,18-Nov,Sarjapur  Road,AsastDe,1157.0,2.0,1.0,75.0,3.0,6482.281763180639
Super built-up  Area,Ready To Move,Kammasandra,Icingpy,674.0,2.0,1.0,29.0,2.0,4302.670623145401
Super built-up  Area,Ready To Move,Whitefield,AdndeBe,1405.0,2.0,1.0,78.0,3.0,5551.601423487545
Super built-up  Area,Ready To Move,Begur Road,Dhalsh ,1160.0,2.0,2.0,44.08,2.0,3800.0
Super built-up  Area,21-Mar,Hebbal,Oztarol,1790.0,3.0,2.0,127.0,3.0,7094.972067039106
Super built-up  Area,18-May,Electronic City,Prarkun,1128.0,2.0,1.0,65.65,2.0,5820.035460992909
Super built-up  Area,Ready To Move,Panathur,Arentpa,1180.0,2.0,1.0,70.0,2.0,5932.203389830508
Super built-up  Area,Ready To Move,Varthur,Pethaai,1125.0,2.0,2.0,40.0,2.0,3555.5555555555557
Super built-up  Area,Ready To Move,Vittasandra,Prlla C,1246.0,2.0,1.0,68.0,2.0,5457.463884430176
Super built-up  Area,Ready To Move,HSR Layout,SrisePo,1372.0,2.0,1.0,61.0,2.0,4446.064139941691
Super built-up  Area,Ready To Move,Uttarahalli,Aklia R,1330.0,2.0,1.0,56.0,3.0,4210.526315789473
Super built-up  Area,19-Dec,Binny Pete,She 2rk,2465.0,5.0,2.0,234.0,3.0,9492.90060851927
Super built-up  Area,Ready To Move,Channasandra,Unm 2El,1065.0,2.0,1.0,35.0,2.0,3286.3849765258215
Carpet  Area,18-Mar,Hebbal,Arcia S,687.325,2.0,0.0,42.72,2.0,6215.40028370858
Super built-up  Area,Ready To Move,other,Viiniai,1050.0,2.0,1.0,45.0,2.0,4285.714285714285
Built-up  Area,Ready To Move,Electronic City,Palleon,865.0,2.0,0.0,42.0,2.0,4855.491329479769
Built-up  Area,Ready To Move,other,NRnoral,1756.0,3.0,3.0,100.0,3.0,5694.760820045558
Super built-up  Area,Ready To Move,Yelahanka,Ardanru,628.0,1.0,1.0,24.0,1.0,3821.6560509554142
Super built-up  Area,Ready To Move,Kalena Agrahara,KlarkBe,1765.0,3.0,1.0,125.0,3.0,7082.152974504249
Super built-up  Area,18-Jun,other,Ozana U,1532.0,3.0,3.0,92.0,3.0,6005.221932114882
Built-up  Area,Ready To Move,other,DSncele,1650.0,3.0,0.0,110.0,3.0,6666.666666666667
Carpet  Area,18-Dec,Bhoganhalli,Rosha I,804.1,2.0,1.0,69.09,2.0,8592.214898644446
Built-up  Area,Ready To Move,other,Paarklu,1200.0,2.0,2.0,66.0,2.0,5500.0
Super built-up  Area,Ready To Move,Uttarahalli,Shony S,1385.0,2.0,2.0,48.48,3.0,3500.361010830325
Super built-up  Area,Ready To Move,other,Cearkry,1010.0,2.0,3.0,148.0,2.0,14653.465346534653
Super built-up  Area,Ready To Move,Whitefield,UKe 2nz,2225.0,3.0,3.0,115.0,3.0,5168.539325842697
Super built-up  Area,Ready To Move,other,Niimet ,1180.0,2.0,2.0,48.0,2.0,4067.7966101694915
Built-up  Area,Ready To Move,Attibele,Jae 2hu,400.0,1.0,1.0,14.0,1.0,3500.0
Super built-up  Area,Ready To Move,other,Asene S,1200.0,2.0,2.0,50.0,2.0,4166.666666666667
Super built-up  Area,21-Mar,Whitefield,PritaDo,1272.0,2.0,1.0,95.05,2.0,7472.4842767295595
Super built-up  Area,Ready To Move,Whitefield,SSthamh,1205.0,2.0,1.0,39.0,2.0,3236.514522821577
Built-up  Area,Ready To Move,Kalena Agrahara,ARomee ,980.0,2.0,1.0,40.0,2.0,4081.6326530612246
Super built-up  Area,Ready To Move,Ramagondanahalli,DNeremo,1610.0,2.0,2.0,111.0,3.0,6894.409937888198
Super built-up  Area,Ready To Move,Jalahalli,Tahtsla,1694.0,2.0,2.0,125.0,2.0,7378.984651711924
Super built-up  Area,Ready To Move,Kaggalipura,Baowsig,950.0,2.0,1.0,39.0,2.0,4105.263157894737
Super built-up  Area,Ready To Move,other,Laderav,1560.0,2.0,3.0,66.0,3.0,4230.7692307692305
Super built-up  Area,Ready To Move,Electronic City,CoapeSo,910.0,2.0,2.0,42.0,2.0,4615.384615384615
Super built-up  Area,Ready To Move,Kundalahalli,Vangsld,1291.0,2.0,3.0,49.0,2.0,3795.5073586367157
Super built-up  Area,Ready To Move,Varthur,Soamsay,1012.0,2.0,1.0,66.5,2.0,6571.146245059289
Super built-up  Area,Ready To Move,Sarjapur  Road,Maantr ,1282.0,2.0,2.0,72.0,2.0,5616.224648985959
Super built-up  Area,Ready To Move,Kanakpura Road,Puestol,1843.0,3.0,2.0,92.15,3.0,5000.0
Built-up  Area,Ready To Move,Chikka Tirupathi,Theanmp,3356.0,5.0,2.0,105.0,5.0,3128.7246722288437
Super built-up  Area,19-Mar,Hebbal,Raard B,2790.0,5.0,3.0,198.0,4.0,7096.774193548387
Super built-up  Area,Ready To Move,EPIP Zone,BrontLa,1330.0,2.0,1.0,86.98,2.0,6539.849624060151
Super built-up  Area,Ready To Move,other,A rtsai,1400.0,2.0,1.0,73.0,3.0,5214.285714285715
Super built-up  Area,Ready To Move,Thigalarapalya,Prtanha,1297.0,2.0,2.0,103.0,2.0,7941.403238242097
Super built-up  Area,19-Jul,Sarjapur  Road,Sasta S,615.0,1.0,0.0,17.835,1.0,2900.0
Super built-up  Area,21-Jun,Vijayanagar,Saahaat,1490.0,3.0,2.0,100.0,3.0,6711.4093959731545
Super built-up  Area,Ready To Move,other,MJeusyl,1373.0,3.0,2.0,72.0,3.0,5243.991260014566
Super built-up  Area,Ready To Move,HSR Layout,Klort C,1750.0,3.0,2.0,95.0,3.0,5428.571428571428
Super built-up  Area,Ready To Move,other,A idse ,1052.0,2.0,2.0,50.0,2.0,4752.851711026616
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,GrrvaGr,1128.0,2.0,2.0,38.24,2.0,3390.0709219858154
Super built-up  Area,18-Jul,JP Nagar,DSvvyx ,1120.0,2.0,2.0,33.6,2.0,3000.0
Super built-up  Area,Ready To Move,Kanakapura,SPavenc,1090.0,2.0,2.0,32.69,2.0,2999.0825688073396
Super built-up  Area,Ready To Move,Uttarahalli,SLnssPr,1330.0,2.0,2.0,46.55,3.0,3500.0
Super built-up  Area,18-Jul,Hosur Road,PuendWe,1427.0,2.0,1.0,80.63,3.0,5650.31534688157
Built-up  Area,Ready To Move,Begur,Vantspa,1580.0,3.0,2.0,75.0,3.0,4746.835443037975
Plot  Area,Ready To Move,Chikka Tirupathi,FiriaVi,1808.0,4.0,2.0,80.27,3.0,4439.712389380531
Super built-up  Area,Ready To Move,Rajaji Nagar,PhestOn,3516.0,4.0,3.0,540.0,4.0,15358.361774744028
Super built-up  Area,Ready To Move,Parappana Agrahara,Peide L,1194.0,2.0,2.0,47.0,2.0,3936.348408710218
Super built-up  Area,21-Dec,Kanakpura Road,PrarePa,900.0,2.0,1.0,46.0,2.0,5111.111111111111
Super built-up  Area,21-Oct,Kanakpura Road,PrarePa,900.0,2.0,1.0,46.0,2.0,5111.111111111111
Super built-up  Area,Ready To Move,other,Cemesti,1390.0,3.0,1.0,120.0,3.0,8633.093525179856
Built-up  Area,Ready To Move,Bisuvanahalli,Prityel,845.0,2.0,1.0,33.0,2.0,3905.3254437869823
Super built-up  Area,Ready To Move,Yelahanka,Niareum,1537.0,3.0,3.0,120.0,3.0,7807.417046193884
Super built-up  Area,19-Dec,Hoodi,Caycend,1512.0,3.0,2.0,75.77,3.0,5011.243386243386
Super built-up  Area,Ready To Move,Jigani,DLhtsen,1230.0,3.0,3.0,54.0,3.0,4390.243902439024
Super built-up  Area,18-Apr,other,MNtha A,1378.0,2.0,3.0,42.33,3.0,3071.843251088534
Super built-up  Area,17-Oct,Whitefield,Asarqz ,1277.0,2.0,1.0,61.3,2.0,4800.313234142522
Super built-up  Area,19-Jun,Hebbal,Raard B,1985.0,4.0,2.0,189.0,3.0,9521.410579345089
Super built-up  Area,Ready To Move,other,SVmesVi,1210.0,2.0,2.0,62.0,2.0,5123.966942148761
Built-up  Area,Ready To Move,Ardendale,AWharde,3198.0,4.0,3.0,200.0,4.0,6253.908692933083
Super built-up  Area,Ready To Move,Hebbal,Prersis,2483.0,5.0,2.0,215.0,4.0,8658.880386629078
Super built-up  Area,Ready To Move,Sarjapur  Road,Vaunei ,4111.0,4.0,1.0,310.0,4.0,7540.744344441741
Super built-up  Area,Ready To Move,Electronic City,SNncypa,975.0,2.0,2.0,37.5,2.0,3846.153846153846
Super built-up  Area,Ready To Move,Rajiv Nagar,PuoodSk,1690.0,3.0,1.0,125.0,3.0,7396.449704142012
Super built-up  Area,18-May,Hosa Road,SStusan,1063.0,2.0,1.0,31.89,2.0,3000.0
Built-up  Area,Ready To Move,other,InockHo,1600.0,3.0,0.0,80.0,3.0,5000.0
Super built-up  Area,Ready To Move,Bommanahalli,Prtusth,520.0,1.0,0.0,19.5,1.0,3750.0
Built-up  Area,Ready To Move,Munnekollal,Keids O,1390.0,3.0,2.0,68.0,3.0,4892.086330935252
Super built-up  Area,18-May,Whitefield,SSdhimr,1185.0,2.0,2.0,40.0,2.0,3375.5274261603377
Super built-up  Area,Ready To Move,Sahakara Nagar,KVersuj,1219.0,2.0,2.0,48.0,2.0,3937.653814602133
Super built-up  Area,18-Dec,Kudlu Gate,Sanzaat,1564.0,2.0,1.0,92.0,3.0,5882.35294117647
Super built-up  Area,Ready To Move,Sarjapur  Road,DSndsod,3430.0,6.0,0.0,228.5,4.0,6661.807580174927
Super built-up  Area,Ready To Move,Hosa Road,Sancei ,1100.0,2.0,2.0,37.1,2.0,3372.7272727272725
Built-up  Area,Ready To Move,other,Esale O,1300.0,2.0,0.0,60.0,3.0,4615.384615384615
Super built-up  Area,19-Mar,Hennur Road,Puachal,1482.0,2.0,1.0,92.0,3.0,6207.827260458839
Plot  Area,18-May,Marsur,MGave E,1000.0,4.0,3.0,66.0,3.0,6600.0
Super built-up  Area,19-Dec,Marathahalli,PrensKe,1469.0,3.0,1.0,89.0,3.0,6058.543226684819
Super built-up  Area,Ready To Move,Balagere,Soresea,1205.0,2.0,1.0,78.5,2.0,6514.522821576764
Super built-up  Area,Ready To Move,Gubbalala,MauilTr,1745.0,3.0,2.0,125.0,3.0,7163.323782234957
Super built-up  Area,Ready To Move,AECS Layout,Kamesar,1028.0,2.0,1.0,42.0,2.0,4085.603112840467
Super built-up  Area,Ready To Move,Frazer Town,CaaveEn,1700.0,3.0,1.0,180.0,3.0,10588.235294117647
Super built-up  Area,Ready To Move,Karuna Nagar,NadriNe,1200.0,2.0,1.0,34.0,3.0,2833.3333333333335
Super built-up  Area,Ready To Move,Kodihalli,Soianal,2700.0,4.0,1.0,270.0,3.0,10000.0
Built-up  Area,Ready To Move,other,BSarknd,1100.0,2.0,2.0,50.0,2.0,4545.454545454545
Super built-up  Area,Ready To Move,other,Dural C,1269.72,2.0,2.0,68.0,2.0,5355.511451343603
Super built-up  Area,Ready To Move,Electronic City Phase II,SJmesst,1266.0,2.0,2.0,59.0,2.0,4660.347551342812
Super built-up  Area,Ready To Move,Mysore Road,Srkha S,1060.0,2.0,1.0,62.0,2.0,5849.056603773585
Plot  Area,Ready To Move,other,Copust ,1168.0,3.0,0.0,70.0,3.0,5993.1506849315065
Super built-up  Area,Ready To Move,other,Sancya ,1552.0,2.0,1.0,51.0,2.0,3286.082474226804
Super built-up  Area,18-May,Talaghattapura,Sodgere,2038.5,3.0,0.0,120.0,3.0,5886.681383370125
Super built-up  Area,Ready To Move,Attibele,Jae 1hu,500.0,1.0,1.0,17.0,1.0,3400.0
Super built-up  Area,Ready To Move,other,Shntsan,1300.0,2.0,2.0,65.0,2.0,5000.0
Built-up  Area,Ready To Move,Electronics City Phase 1,SNavenc,920.0,2.0,2.0,33.0,2.0,3586.9565217391305
Built-up  Area,Ready To Move,Harlur,SrEndPo,1310.0,2.0,1.0,50.0,2.0,3816.793893129771
Super built-up  Area,Ready To Move,other,DSidePr,1515.0,3.0,3.0,93.93,3.0,6200.0
Super built-up  Area,18-Dec,Raja Rajeshwari Nagar,Prllsan,1157.0,2.0,1.0,53.8,2.0,4649.956784788245
Super built-up  Area,Ready To Move,other,Siisega,3000.0,4.0,3.0,160.0,4.0,5333.333333333333
Super built-up  Area,Ready To Move,Rachenahalli,Sovar S,1530.0,2.0,2.0,74.39,3.0,4862.091503267974
Super built-up  Area,Ready To Move,other,HRnyaAn,2070.0,3.0,3.0,162.0,3.0,7826.086956521739
Built-up  Area,Ready To Move,Yelahanka,PrrloMo,1815.0,3.0,2.0,82.0,3.0,4517.906336088155
Super built-up  Area,Ready To Move,Sarjapur  Road,Maana E,3900.0,4.0,3.0,300.0,4.0,7692.307692307692
Super built-up  Area,18-Aug,Electronic City Phase II,Sryalan,1000.0,2.0,1.0,28.88,2.0,2888.0
Super built-up  Area,Ready To Move,Hennur Road,Puachal,1232.0,2.0,2.0,89.0,2.0,7224.025974025974
Super built-up  Area,19-Dec,Binny Pete,Shestlo,1282.0,3.0,2.0,178.0,3.0,13884.555382215289
Super built-up  Area,Ready To Move,Yelahanka,Prensya,654.0,1.0,1.0,38.4,1.0,5871.559633027523
Super built-up  Area,Ready To Move,Bisuvanahalli,Prityel,1075.0,2.0,1.0,45.0,3.0,4186.046511627907
Super built-up  Area,Ready To Move,other,DSineun,1616.0,3.0,1.0,75.0,3.0,4641.089108910891
Super built-up  Area,20-Dec,Whitefield,Somns T,1306.0,3.0,2.0,54.65,3.0,4184.532924961715
Super built-up  Area,Ready To Move,Whitefield,Nillsre,1626.0,3.0,3.0,89.0,3.0,5473.554735547355
Super built-up  Area,Ready To Move,Whitefield,Sudama ,1585.0,3.0,2.0,88.0,3.0,5552.05047318612
Super built-up  Area,Ready To Move,Kanakpura Road,Goelsn ,1495.0,2.0,2.0,90.0,2.0,6020.066889632107
Super built-up  Area,Ready To Move,Old Madras Road,Brica E,3715.0,6.0,0.0,224.5,4.0,6043.06864064603
Super built-up  Area,Ready To Move,other,Brtiael,1645.0,3.0,2.0,100.0,3.0,6079.0273556231
Super built-up  Area,Ready To Move,other,AkletBa,1760.0,3.0,3.0,176.0,3.0,10000.0
Built-up  Area,Ready To Move,other,Raiyai ,595.0,1.0,1.0,42.0,1.0,7058.823529411765
Plot  Area,Ready To Move,Bommenahalli,Prana S,1200.0,3.0,1.0,125.0,3.0,10416.666666666666
Super built-up  Area,18-Dec,JP Nagar,Pehtsa ,4624.5,4.0,0.0,314.5,4.0,6800.735214617796
Built-up  Area,Ready To Move,other,Vaodak ,1410.0,2.0,3.0,67.0,2.0,4751.77304964539
Super built-up  Area,Ready To Move,Sarjapur  Road,Maaveal,1300.0,2.0,2.0,60.0,2.0,4615.384615384615
Built-up  Area,Ready To Move,9th Phase JP Nagar,ImiteEl,1890.0,2.0,2.0,85.0,3.0,4497.354497354498
Super built-up  Area,Ready To Move,other,SLwernf,1254.0,2.0,1.0,53.0,2.0,4226.475279106858
Built-up  Area,Ready To Move,other,TealdEm,1170.0,2.0,2.0,86.0,2.0,7350.427350427351
Super built-up  Area,18-Apr,Panathur,Prcesvy,1193.0,2.0,1.0,86.0,2.0,7208.717518860017
Super built-up  Area,Ready To Move,Marathahalli,PadgeOa,1678.0,3.0,3.0,70.0,3.0,4171.6328963051255
Built-up  Area,Ready To Move,Gunjur,NDrelau,1600.0,3.0,3.0,75.0,3.0,4687.5
Super built-up  Area,Ready To Move,Electronics City Phase 1,GaicaVe,1750.0,3.0,2.0,84.0,3.0,4800.0
Built-up  Area,Ready To Move,other,Peentn ,2800.0,2.0,0.0,200.0,3.0,7142.857142857143
Built-up  Area,Ready To Move,other,Riave E,1000.0,2.0,1.0,50.0,2.0,5000.0
Built-up  Area,18-Dec,Electronic City Phase II,Sryalan,1320.0,2.0,1.0,38.13,3.0,2888.636363636364
Super built-up  Area,Ready To Move,Ardendale,AWharde,2422.0,4.0,2.0,160.0,4.0,6606.110652353427
Built-up  Area,Ready To Move,Kasavanhalli,TNaldme,1100.0,2.0,1.0,50.0,2.0,4545.454545454545
Built-up  Area,Ready To Move,Uttarahalli,Gaent R,882.0,2.0,1.0,30.0,2.0,3401.360544217687
Super built-up  Area,Ready To Move,Bisuvanahalli,Prityel,845.0,2.0,1.0,37.0,2.0,4378.698224852071
Super built-up  Area,Ready To Move,Kambipura,Prrtht ,883.0,2.0,1.0,39.0,2.0,4416.761041902605
Super built-up  Area,Ready To Move,Brookefield,Gotaten,1595.0,3.0,3.0,88.0,3.0,5517.241379310345
Built-up  Area,Ready To Move,Whitefield,Gotis A,1280.0,2.0,0.0,85.0,2.0,6640.625
Super built-up  Area,Ready To Move,other,NaaveEn,920.0,2.0,0.0,35.0,2.0,3804.3478260869565
Super built-up  Area,Ready To Move,Choodasandra,GRlpank,1300.0,2.0,3.0,57.0,2.0,4384.615384615385
Super built-up  Area,Ready To Move,other,Malex C,1450.0,1.0,0.0,230.0,2.0,15862.068965517241
Super built-up  Area,Ready To Move,Harlur,SosicCl,1757.0,3.0,2.0,132.0,3.0,7512.805919180421
Super built-up  Area,18-Feb,EPIP Zone,BrontLa,1330.0,2.0,1.0,93.36,2.0,7019.548872180451
Super built-up  Area,Ready To Move,8th Phase JP Nagar,MBodsen,1062.0,2.0,1.0,42.47,2.0,3999.0583804143125
Built-up  Area,Ready To Move,JP Nagar,DSillto,1078.0,2.0,2.0,45.0,2.0,4174.397031539888
Super built-up  Area,Ready To Move,Bannerghatta Road,SNity S,1460.0,2.0,2.0,72.0,3.0,4931.506849315068
Plot  Area,Ready To Move,other,Prigh L,2028.0,4.0,3.0,162.0,4.0,7988.165680473373
Super built-up  Area,19-Apr,Mysore Road,Brama P,980.0,2.0,1.0,45.47,2.0,4639.7959183673465
Built-up  Area,Ready To Move,Sarjapur  Road,Usquaya,1000.0,2.0,2.0,40.0,2.0,4000.0
Super built-up  Area,Ready To Move,Sarjapur  Road,Ahriaup,1050.0,2.0,1.0,62.0,2.0,5904.761904761905
Super built-up  Area,Ready To Move,Domlur,Saiewas,1875.0,2.0,2.0,150.0,3.0,8000.0
Built-up  Area,Ready To Move,5th Phase JP Nagar,Shlashi,1725.0,2.0,2.0,100.0,3.0,5797.101449275362
Super built-up  Area,Ready To Move,Thubarahalli,Adity S,1128.0,2.0,2.0,75.0,2.0,6648.936170212766
Super built-up  Area,Ready To Move,Yelahanka,Prensya,1705.0,3.0,1.0,74.16,3.0,4349.560117302053
Built-up  Area,Ready To Move,Hebbal,AkncyRe,1100.0,2.0,2.0,50.0,2.0,4545.454545454545
Super built-up  Area,18-May,Hebbal,Arcia S,812.0,2.0,2.0,55.0,2.0,6773.399014778325
Super built-up  Area,Ready To Move,Whitefield,BruntPa,1420.0,2.0,2.0,136.0,2.0,9577.464788732394
Super built-up  Area,Ready To Move,Indira Nagar,ToSky F,2800.0,3.0,1.0,330.0,3.0,11785.714285714286
Carpet  Area,Ready To Move,other,Fanorrt,1650.0,3.0,3.0,175.0,3.0,10606.060606060606
Built-up  Area,Ready To Move,other,Raave E,840.0,2.0,2.0,27.0,2.0,3214.285714285714
Built-up  Area,Ready To Move,Jigani,DLhtsan,914.0,2.0,2.0,47.0,2.0,5142.231947483589
Super built-up  Area,19-Mar,Hennur Road,Puachal,1482.0,2.0,2.0,83.73,3.0,5649.797570850203
Super built-up  Area,17-Dec,Kundalahalli,Dieldli,1724.0,3.0,2.0,127.0,3.0,7366.589327146172
Super built-up  Area,Ready To Move,other,Vadidpl,1670.0,3.0,3.0,91.86,3.0,5500.5988023952095
Super built-up  Area,Ready To Move,Jigani,DLhtsen,927.0,2.0,2.0,55.0,2.0,5933.117583603021
Built-up  Area,18-Aug,Electronic City Phase II,Sryalan,1220.0,3.0,1.0,35.23,3.0,2887.7049180327863
Built-up  Area,Ready To Move,Electronic City,GMown E,1360.0,2.0,1.0,75.0,3.0,5514.705882352941
Super built-up  Area,Ready To Move,7th Phase JP Nagar,Hiestre,1180.0,2.0,2.0,72.0,2.0,6101.6949152542375
Super built-up  Area,Ready To Move,Whitefield,Prtates,1697.0,3.0,2.0,108.0,3.0,6364.172068355922
Super built-up  Area,Ready To Move,Hennur,Shateor,1225.0,2.0,1.0,57.0,2.0,4653.061224489796
Super built-up  Area,Ready To Move,other,ViisePa,1690.0,2.0,2.0,55.0,3.0,3254.437869822485
Built-up  Area,Ready To Move,other,Keharya,1250.0,2.0,1.0,80.0,3.0,6400.0
Super built-up  Area,Ready To Move,JP Nagar,Duoveoo,1050.0,1.0,1.0,44.0,1.0,4190.476190476191
Super built-up  Area,21-May,Kanakpura Road,GolusLi,1699.0,3.0,3.0,81.94,3.0,4822.836962919364
Built-up  Area,Ready To Move,Whitefield,Viaree ,1205.0,2.0,2.0,58.0,2.0,4813.278008298756
Super built-up  Area,Ready To Move,Akshaya Nagar,Hiows C,1476.0,3.0,1.0,120.0,3.0,8130.081300813008
Super built-up  Area,Ready To Move,EPIP Zone,BrontLa,2160.0,4.0,2.0,172.0,3.0,7962.962962962963
Super built-up  Area,Ready To Move,other,Putus L,1296.0,2.0,1.0,75.0,2.0,5787.037037037037
Super built-up  Area,Ready To Move,Kanakpura Road,JRrnauv,1570.0,3.0,3.0,64.5,3.0,4108.28025477707
Super built-up  Area,Ready To Move,Koramangala,Saace P,1300.0,2.0,3.0,110.0,2.0,8461.538461538461
Super built-up  Area,Ready To Move,Electronic City,GMown E,770.0,1.0,1.0,40.0,2.0,5194.805194805195
Super built-up  Area,Ready To Move,Domlur,Valipf ,1429.0,3.0,3.0,86.0,3.0,6018.194541637508
Super built-up  Area,18-May,Bommasandra,SSestth,1035.0,2.0,1.0,41.73,2.0,4031.884057971014
Super built-up  Area,Ready To Move,Nagarbhavi,MaentNa,884.0,2.0,2.0,36.0,1.0,4072.398190045249
Super built-up  Area,19-Dec,Hoodi,Caycend,1026.0,2.0,1.0,60.87,2.0,5932.748538011696
Super built-up  Area,18-Dec,Old Airport Road,Jaades ,2690.0,4.0,3.0,191.0,4.0,7100.371747211896
Super built-up  Area,Ready To Move,Subramanyapura,Mayne A,975.0,2.0,1.0,58.0,2.0,5948.717948717948
Super built-up  Area,Ready To Move,Sarjapur  Road,Maana E,1700.0,3.0,3.0,135.0,3.0,7941.176470588235
Super built-up  Area,Ready To Move,Whitefield,PrOakSi,3606.0,4.0,2.0,312.0,4.0,8652.246256239601
Super built-up  Area,Ready To Move,Padmanabhanagar,ACersd ,1258.0,2.0,2.0,115.0,2.0,9141.494435612083
Super built-up  Area,Ready To Move,Old Madras Road,Brica E,3630.0,6.0,1.0,195.0,4.0,5371.900826446281
Built-up  Area,Ready To Move,JP Nagar,Adace P,2000.0,3.0,2.0,250.0,3.0,12500.0
Super built-up  Area,19-Jun,Hebbal,Raard B,2790.0,4.0,3.0,198.0,4.0,7096.774193548387
Super built-up  Area,20-Jan,Badavala Nagar,DNncasa,1494.0,2.0,2.0,94.55,3.0,6328.647925033467
Super built-up  Area,18-Oct,Hennur Road,Puachal,1482.0,2.0,1.0,87.0,3.0,5870.4453441295545
Super built-up  Area,Ready To Move,other,Inuseda,800.0,2.0,3.0,50.0,2.0,6250.0
Super built-up  Area,Ready To Move,Hulimavu,RatosAr,1100.0,2.0,2.0,71.5,2.0,6500.0
Super built-up  Area,Ready To Move,other,EvestPi,1225.0,2.0,2.0,150.0,2.0,12244.897959183674
Built-up  Area,Ready To Move,Hormavu,BhncyRe,1180.0,2.0,2.0,50.0,2.0,4237.28813559322
Super built-up  Area,Ready To Move,other,Kehts H,1260.0,2.0,2.0,58.0,2.0,4603.174603174603
Built-up  Area,Ready To Move,other,DancyRe,1190.0,2.0,2.0,55.0,2.0,4621.848739495798
Super built-up  Area,Ready To Move,Sarjapur  Road,Klark L,1691.0,3.0,2.0,119.0,3.0,7037.25606150207
Super built-up  Area,Ready To Move,other,Mauil T,1250.0,2.0,2.0,65.0,2.0,5200.0
Built-up  Area,Ready To Move,Kereguddadahalli,N iewak,800.0,2.0,2.0,28.0,2.0,3500.0
Super built-up  Area,Ready To Move,other,ShshaSa,1020.0,2.0,1.0,58.0,2.0,5686.274509803921
Built-up  Area,Ready To Move,Frazer Town,Loente ,1510.0,2.0,1.0,75.0,3.0,4966.887417218543
Super built-up  Area,Ready To Move,other,DubowRa,1614.0,3.0,1.0,110.0,3.0,6815.365551425031
Built-up  Area,Ready To Move,Bommenahalli,Prana S,1632.0,3.0,0.0,145.0,4.0,8884.803921568628
Super built-up  Area,18-Jul,other,Mamespa,3012.0,6.0,2.0,250.0,4.0,8300.132802124834
Super built-up  Area,Ready To Move,other,NCdgerj,1450.0,2.0,2.0,135.0,3.0,9310.344827586207
Super built-up  Area,Ready To Move,Bannerghatta Road,Hiate F,1200.0,2.0,2.0,75.0,2.0,6250.0
Super built-up  Area,Ready To Move,Hosur Road,PuendWe,1508.0,2.0,1.0,110.0,3.0,7294.429708222811
Super built-up  Area,Ready To Move,other,AlEcone,1188.0,2.0,3.0,73.0,2.0,6144.781144781145
Super built-up  Area,18-May,Old Airport Road,Jaades ,2690.0,4.0,3.0,199.0,4.0,7397.769516728625
Super built-up  Area,Ready To Move,Harlur,Prncyrn,1174.0,2.0,1.0,76.0,2.0,6473.594548551959
Super built-up  Area,19-Dec,Old Madras Road,SheldGr,1350.0,3.0,1.0,58.99,3.0,4369.62962962963
Super built-up  Area,Ready To Move,Frazer Town,Bamita ,1870.0,3.0,3.0,185.0,3.0,9893.048128342247
